,Code,Website,Address,Phone,Directors
982,KYP,https://www.kinatico.com,999 Hay Street,61 8 9388 3000,"['Mr. Ivan  Gustavino B.Bus', 'Mr. Michael  Ivanchenko', 'Mr. Jason  Margach', 'Mr. Geoff  Hoffmann', 'Declan Stephen Hoare', 'Mr. Craig Alexander Sharp', 'Mr. Rodney Cameron Sherwood', 'Mr. Colin Sydney Boyan', 'Mr. James  Sutherland']"
983,CAE,https://www.cannindah.com.au,Office 4D,61 7 5557 8791,"['Mr. Thomas Jon Pickett L.L.B., LLB', 'Mr. Garry C. Gill BCom, C.A., CA, FCIS, FGIA, M.A.I.C.D., MAICD']"
984,FML,https://www.focusminerals.com.au,159 Adelaide Terrace,61 8 9215 7888,"['Mr. Wanghong  Yang', 'Mr. Fengfan  Sun', 'Mr. Rodney  Johns', 'Mr. Alexis  Aaltonen', 'Mr. Lingquan  Kong', 'Mr. Chik Ong  Chen ACIS, ACSA, B.Com., BCom, FCIS, GradDipAppFin, M.B']"
985,RTH,https://www.racingandsports.company,55 Wentworth Avenue,61 2 6288 4080,"['Mr. Stephen  Crispe', 'Mr. Tim  Olive', 'Mr. Robert  Vilkaitis', 'Mr. Gary Alexander Crispe', 'Mr. Brent  Dolan', 'Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA']"
986,NCC,https://naos.com.au/naos-emerging-opportunities-company-limited/#ncc,Level 34,61 2 9002 1576,"['Mr. Sebastian  Evans', 'Mr. Ben  Rundle', 'Mr. Jeffrey  Kim', 'Mr. Robert  Miller']"
987,MFD,https://www.mayfieldchildcare.com.au,207-213 Waverley Road,61 3 9654 8881,"['Mr. Ashok  Naveinthiran', 'Mr. Christopher  Hayes CPA', 'Ms. Simone  Lethaus', 'Francis  Truong', 'Ms. Michelle  Scott', 'Ms. Tamara Monica Barr']"
988,IIQ,https://www.inoviq.com,23 Normanby Road,61 3 9548 7586,"['Dr. Leearne Maree Hinch B.Sc., B.V.M.S., BSc., M.B.A., M.R.C.V.S.', 'Mr. Mark  Edwards BAcc, C.A., CA', 'Prof. Gregory Edward Rice BSc (Hons), GradDipMgt, MHA, Ph.D.']"
989,GAS,https://www.stategas.com,40 Edward Street,,"['Mr. Richard Ian Cottee B.A., BA, L.L.B., LLB(Hons)', 'Mr. Douglas P. McAlpine ACA, B.Com.', 'Mr. Michael Ray Herrington BSc, MBS, PE', 'Ms. Suzanne Margaret Yeates B.Bus, C.A.']"
990,AVD,https://www.avadagroup.com.au,116 Ipswich Road,61 1300 321 995,"['Mr. Daniel James Crowley', 'Mr. Paul  Fitton', 'Rhonda  McSweeny', 'Vicki  Allen', 'Graeme  Warren', 'Tynan  Diaz']"
991,MEK,https://www.meekametals.com.au,46 Ventnor Avenue,61 8 6388 2700,"['Mr. Timothy  Davidson', 'Mr. Anthony J. Brazier CA; ACIS', 'Mr. Alan  Downie', 'Mr. Chris  Davidson']"
992,DVR,https://www.eastoninvestments.com.au,Level Two,61 2 9221 6666,"['Mr. Nathan  Jacobsen', 'Mr. Michael A. Harris', 'Ms. Lisa M. Armstrong', 'Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP']"
993,BBC,https://bnk.com.au,191 St George’s Terrace,61 8 9438 8888,"['Mr. Allan  Savins', 'Andrew  Bell', 'Ms. Dara  Wettner', 'Mr. Stephen  Kinsella', 'David  Maher', 'Ms. Judith  Newman', 'Mr. Danny  Davies']"
994,HAV,https://www.havilah-resources-projects.com,107 Rundle Street,61 8 7111 3627,"['Mr. Simon Jeremy Newton Gray BEc, C.A., CA', 'Mr. Richard Charles Buckley B.E.', 'Dr. Christopher William Giles B.Sc., BSc (Hons), MAIG', 'Mr. Traviss  Just M.Sc.']"
995,TIP,https://www.tipgroup.com.au/,Suite G.01 and G.02,61 2 9955 9540,"['Mr. Andrew Joseph Coleman', 'Mr. Howard Harry Coleman BSc, OPM', 'Mr. Dean  Robinson', 'Mr. Mark  Moreland', 'Mr. John  Price MSc, Ph.D.', 'Mr. Walter  Reinhard', 'Ms. Suzanne  Kerwan', 'Mr. Michael  Baragwanath', 'Mr. Phillip Patrick Hart', 'Mr. Anand  Sundaraj BSc, LLB (Hon)']"
996,WZR,https://www.wisr.com.au,55 Harrington Street,61 2 8379 4008,"['Mr. Andrew  Goodwin', 'Mr. John Paul Nantes B.A., B.Comm, LLB', 'Ms. Joanne  Edwards', 'Ms. May  Ho B.Bus, LLB', 'David  King', 'Mr. James  Goodwin', 'Mr. Peter Raymond Beaumont B.Sc., M.B.A.', 'Mr. Ben  Berger', 'Ms. Kate  Renner', 'Ms. Vanessa  Chidrawi B.Com., L.L.B.']"
997,MEC,https://www.morphicasset.com/morphic-ethical-equities-fund/,Level 5,+61 2 82393350,"['Mr. Jack Theseus Lowenstein M.A. (Oxon)', 'Mr. Chad  Slater CFA', 'Mr. Geoff  Wood']"
998,AQC,https://www.aqcltd.com,371 Queen Street,61 7 3221 0679,"['Ms. Ayten  Saridas BComm, MAppFin', 'Mr. Craig John McPherson B.Com, B.Com., CA']"
999,ASH,https://www.ashleyservicesgroup.com.au,92 Pitt Street,61 2 9216 4747,"['Mr. Ross John Shrimpton BComm (UNSW), CA', 'Mr. Paul  Brittain', 'Mr. Glen  Everett', 'Mr. Ronald  Hollands A.C.A., ACA, B.Bus., M.B.A.']"
1000,IRD,https://www.ironroadlimited.com.au,63 Pirie Street,61 8 8214 4400,"['Mr. Larry J. Ingle', 'Mr. Glen  Chipman', 'Mr. Jaroslaw Krzysztof Kopias ACIS, ACSA, AGIA, B.Com., BCom, C.S., CGP, CPA']"
1001,FSI,https://www.flagshipinvestments.com.au/,Level 12,61 7 5644 4401,"['Dr. Emmanuel Clive Pohl BSc (Eng), DBA, FAICD, MBA, MSDIA, Pr Eng., SAFin', 'Mr. Ian W. Harrison']"
1002,FFI,https://www.ffiholdings.com.au,15 Monash Gate,61 8 9417 4088,"['Mr. Rodney Graham Moonen', 'Mr. Geoffrey Wayne Nicholson']"
1003,BGD,https://www.bartongold.com.au,12 Gilles Street,61 8 7073 6368,"['Mr. Alexander W. Scanlon', 'Mr. Marc  Twining B.Sc.', 'Mr. Davies  Chisenga', 'Mr. Ian  Garsed', 'Ms. Shannon Louise Coates A.C.I.S., ACS, B.A., BJuris, GAICD, GIA (cert), L.']"
1004,PCK,https://www.painchek.com,35 Lime Street,61 4 2125 2123,"['Mr. Philip  Daffas B.Sc., Dip EENG, GAICD, M.B.A.', 'Mr. Iain  McAdam', 'Mr. Andrew  Hoggan', 'Mr. Scott  Robertson M.B.A.', 'Prof. Jeff  Hughes Ph.D.', 'Mr. David  Allsopp', 'Ms. Natalie  Climo']"
1005,SOM,https://somnomed.com/au/,20 Clarke Street,61 2 9467 0400,"['Mr. Neil  Verdal-Austin B.Com., C.A.', 'Mr. Mark  Harding', 'Mr. Matthew  Conlon', 'Mr. Marco  Van Kleef', 'Mr. Darren  Collins ACA, B Comm', 'Mr. Terence A. Flitcroft B.Com., B.Comm., C.A., SF FIN', 'Mr. Christopher  Bedford']"
1006,AVC,https://auctusinvest.com,101 Collins Street,61 3 8630 3321,"['Mr. Campbell Gordon McComb BEcon, FFin, GAICD', 'Ms. Kate  Lambert', 'Mr. Laz  Siapantas', 'Ms. Justine  Wilkie', 'Mr. Geoff  Koudelka', 'Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA']"
1007,EWC,https://www.energyworldcorp.com,"9A, Seaforth Crescent",61 2 9247 6888,"['Mr. Stewart William George Elliott', 'Mr. Brian Jeffrey Allen', 'Mr. Graham Stewart Elliott']"
1008,TYX,https://www.tyrannaresources.com,101 St Georges Terrace,61 8 6558 0886,"['Mr. Paul  Williams', 'Mr. Peter  Spitalny', 'Mr. Ken  Houghton', 'Mr. Nicholas Gerard Revell B.AppSc, BSc(Geology), MAusIMM', 'Mr. Richard  Maddocks', 'Mr. Timothy Ryan Slate']"
1009,LV1,https://liveverdure.com.au,459 Collins Street,61 3 8630 3321,"['Mr. Gernot Kurt Abl', 'Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA', 'Mr. Jonathan  Do', 'Mr. Asaf  Katz']"
1010,GDA,https://gooddrinks.com.au,14 Absolon Street,61 8 9314 0000,"['Mr. John R.R. Hoedemaker B.Com.', 'Mr. Marcel  Brandenburg ACIS, AGIA, B.Com., BCom, C.A., CA, FCIS, MAcc', 'Mr. Aaron Joel Heary M.B.A.', 'Mr. Phil  McClintock']"
1011,AZY,https://antipaminerals.com.au,16 Ord Street,61 8 9481 1103,"['Mr. Roger Craig Mason B.Sc., BSc (Hons), MausiMM', 'Mr. Luke  Watson FCIS, B.Bus, CA, ACIS, SA Fin', 'Mr. Mark Trevor Rodda BA, LLB']"
1012,IBC,https://www.ironbarkcapital.com,"Level 14, Suite 2",,"['Mr. Sam  Kaplan BE, FSIA, Hons, MBA']"
1013,RFT,https://www.rectifiertechnologies.com,97 Highbury Road,61 3 9896 7550,"['Mr. Yanbin  Wang', 'Mr. Jian  Xu', 'Mr. Nicholas  Yeoh', 'Mr. Nigel C. Machin', 'Mr. Paul  Davis', 'Mr. Uei Jou Tan', 'Mr. Zorn  Wong', 'Ms. Nova Anne Taylor', 'Mr. Hasaka  Martin']"
1014,BSA,https://www.bsa.com.au,"Tower B, The Zenith",61 2 9763 6200,"['Mr. Arno  Becker', 'Mr. Richard  Bartley', 'Mr. Nicholas  Benson', 'Mr. Younis  Tehfe', 'Frank  Wiedermann']"
1015,MNS,https://www.magnis.com.au,1 Castlereagh Street,61 2 8397 9888,"['Mr. Frank  Poullas MAICD', 'Mr. Jurgen  Behrens BFIN', 'Mr. Duncan  Glasgow', 'Mr. Peter  Tsegas', 'Mr. Hoshi  Daruwalla', 'Mr. Jawahar  Nerkar', 'Mr. Con  Hoursalas', 'Mr. Jonathan Richards Reynolds B.Com (Hons), B.Com., C.A.']"
1016,ETM,https://www.etransmin.com,100 Railway Road,61 8 9382 2322,"['Mr. Daniel Mamadou Blanco B.A., M.Sc.', 'Dr. John Lefroy Mair MAus IMM, Ph.D., Ph.D., (Geol)', 'Mr. Robert James Krachler']"
1017,PPG,https://www.ppgaust.com.au,83-85 Banbury Road,61 3 9474 4200,"['Mr. John Joseph Cerini', 'Mr. Domenic  Romanelli', 'Charles  Miller', 'Ms. Kathleen  Forbes B.A., L.L.B.']"
1018,AVA,https://www.theavagroup.com,10 Hartnett Close,61 3 9590 3100,"['Mr. Malcolm  Maginnis', 'Mr. Neville  Joyce']"
1019,SDV,https://www.scidevltd.com,8 Turbo Road,61 2 9622 5185,"['Mr. Sean  Halpin', 'Ms. Anna  Hooper', 'Mr. Heath L. Roberts Dip Law (SAB)', 'Mr. Chris  Dartez', 'Jamiel  Muhor', 'Todd  Placek', 'Ollie  Kelly', 'Sarah  Stewart']"
1020,BBT,https://www.bluebet.com.au,8 Spring Street,61 2 9571 0033,"['Mr. Michael  Sullivan', 'Mr. William  Richmond', 'Mr. Darren  Holley', 'Mr. Jake  Francis', 'Mr. Sean  Phinney', 'Ms. Laura  Newell']"
1021,FCT,https://firstwave.com,132 Arthur Street,61 2 9409 7000,"['Mr. Danny  Maher', 'Mr. Iain  Bartram', 'Mr. Dino  Davanzo', 'Tony  Bishop']"
1022,TVL,https://www.touchventures.com,,,"['Mr. Hein  Vogel', 'Mr. Gerard Hanson Pais', 'Mr. Gary  Xu', 'Ms. Alyn  Tai L.L.B., LLB (Hons)', 'Mr. Carl-Olav  Scheible', 'Ms. Symmie  Swil', 'Mr. Francois  Venter']"
1023,IDA,https://indianaresources.com.au,9/22 Ware Street,,"['Ms. Bronwyn Lesley Barnes B.A, GAICD, Grad Dip Bus', 'Ms. Kate  Stoney', 'Mr. Josh  Merriman']"
1024,RTR,https://www.rumbleresources.com.au,16 Ord Street,61 8 6555 3980,"['Mr. Peter James Venn B.Sc., M.A.I.C.D.', 'Mr. Trevor Graham Hart ACIS, AGIA, BBus, CPA', 'Mr. Brett David Keillor', 'Mr. Ben  Jones', 'Mr. Steven Douglas Wood B.Com, B.Com., BCom., C.A., CA']"
1025,MIL,https://www.millenniumsg.com,631 Springvale Road,61 1 3002 40132,"['Mr. Royce Joseph Galea', 'Mr. Amarjit  Sidhu', 'Ms. Annabelle  Brooks BA, LLB, CSA', 'Mr. Chris  Zyner', 'Mr. Stephen Michael John Lidbury', 'Ms. Jo-Anne  Dal Santo']"
1026,ENL,https://www.enlitic.com,3420 East Harmony Road,877-365-4842,"['Mr. Lawrence B. Gozlan B.Sc., B.Sc.(Hons)', 'Mr. Michael Karlgerhard Sistenich B.Sc, M.Sc., MSc', 'Mr. Kevin  Lyman', 'Mr. Darren  Scotti', 'Mr. John  Marshall', 'Mr. Dan  Kozimor', ""Ms. Patty  O'Brien"", 'Mr. Dave  Wilson', 'Mr. Scott  Stanton', 'Mr. Ryan  Lennartson']"
1027,ZEO,https://zeotech.com.au,Santos Place,61 7 3181 5523,"['Mr. Peter  Zardo M.A.I.C.D.', 'Mr. Alister  Morrison', 'Mr. Scott  Burkhart', 'Dr. John  Vogrin B.E., Ph.D.', 'Mr. Neville John Bassett A.M., AM, B.Bus., F.C.A., FCA']"
1028,LEG,https://www.legendmining.com.au,8 Kings Park Road,61 8 9212 0600,"['Mr. Mark William Wilson CPENG', 'Mr. Oliver Charles Kiddie B.Sc., M.A.I.C.D.', 'Mr. Derek William Waterfield B.Sc.', 'Mr. Anthony Michael Walsh B.Com., BComm, FCA, FCIS, FFin, M.B.A.']"
1029,AAR,https://www.astralresources.com.au,6 Lyall Street,61 8 9382 8822,"['Mr. Marc  Ducler', 'Mr. Brendon  Morton A.C.I.S., C.A.', 'Ms. Julie  Reid B.Sc.']"
1030,BRK,https://www.brookside-energy.com.au,88 William Street,61 8 6489 1600,"['Mr. David  Prentice B.A., Grad. Dip BA, M.B.A.', 'Mr. Shane  Gray', 'Ms. Katherine  Garvey']"
1031,EYE,https://www.nova-eye.com,107 Rundle Street,61 8 8362 0193,"['Mr. Victor  Previn B.E., B.Eng', 'Mr. Thomas H. Spurling AM, BSc (Hons), FRACI, FTSE, Ph.D.', 'Liam  Cook', 'Mr. Keith  Byrne', 'Mark  Flynn', 'Ms. Kate  Hunt', 'Dr. David  Lubeck M.D.', 'Mr. Joaquin V. Wolff', 'Ms. Kimberley  Menzies', 'Mr. Simon Jeremy Newton Gray BEc, C.A., CA']"
1032,SB2,https://www.salterbrothersemergingcompanies.com.au,Level 9,61 3 9258 2100,"['Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA']"
1033,AMN,https://www.agrimin.com.au,2C Loch Street,61 8 9389 5363,"['Ms. Deborah  Morrow', 'Mr. Rhys  Bradley B.Com., C.A.', 'Mr. Michael  Hartley', 'Mr. Peter  Prendiville']"
1034,MEU,https://www.marmota.com.au,79-81 Brighton Road,61 8 8294 0899,"['Dr. Colin  Rose Ph.D.', 'Ms. Lisa  Askham-Levy A.C.M.A., CGMA', 'Mr. Neville Keith Bergin ACSM, B.Sc., B.Sc.(Mining), M.Aus.IMM, MAICD', 'Mr. Aaron  Brown']"
1035,VMM,https://viridismining.com.au,108 St Georges Terrace,61 8 6109 6689,"['Mr. Agha Shahzad Pervez B.Sc.', 'Mr. Rafael  Moreno', 'Ms. Carly  Terzanidis AGIA, B.Com., C.S.']"
1036,IRI,https://www.ir.com,100 Pacific Highway,61 2 9966 1066,"['Mr. John  Ruthven M.A.I.C.D.', 'Mr. Matthew  Walton B.S., CPA, M.B.A.', 'Mr. Michael  Tomkins', 'Mr. William  Witherow B.A., J.D.', 'Mr. Stuart  Matthewman', 'Ms. Donna  Williams', 'Mr. Jason  Barker B.A., BA (Hons)', 'Mr. Marco  Cantamessi', 'Mr. Stephen John Killelea A.M.']"
1037,LM8,https://www.lunnonmetals.com.au,33 Richardson Street,61 8 6424 8848,"['Mr. Ed  Ainscough BSCHons Geol, MMA usIMM, FGS (London)', 'Mr. Hayden  Bartrop', 'Mr. Aaron Charles Wehrle B.Sc.', 'Ms. Helen  Anderson']"
1038,VMT,https://www.vmoto.com,Central Park,61 8 6311 9160,"['Mr. Yiting  Chen', 'Mr. Yin How Teo', 'Mr. Graziano  Milone', 'Mr. Yaze  Liu', 'Mr. Patrick Dennis Davin', 'Ms. Joan  Dabon']"
1039,LPD,https://www.lepidico.com,680 Murray Street,61 8 9363 7800,"['Mr. Julian Pearce Walsh BEng (Hons), MScGeophysics', 'Ms. Shontel  Norgate A.C.I.S., C.A.', 'Mr. David  Hall', 'Mr. Tom Peter Dukovcic BSc (Hons), MAIG, MAICD', 'Ms. Benedicta  Uris', 'Mr. Timo  Ipangelwa', 'Mr. Hans  Daniels', 'Mr. Roland  Wells', 'Mr. Alexander James Neuling ACIS, BSc, FCA (ICAEW), FCIS']"
1040,EBG,https://www.eumundigroup.com.au,Ashmore Tavern,61 7 3229 7222,"['Ms. Suzanne Marie Jacobi-Lee', 'Ms. Leni Pia Stanley B.Com., C.A., CA']"
1041,RDM,https://www.redmetal.com.au,323 Castlereagh Street,61 2 9281 1805,"['Mr. Robert Alexander Rutherford B.Sc., BSc (Geol), MAIG, Masters', 'Mr. Patrick John Flint B.Com, B.Com., C.A., CA, M.A.I.C.D., MAICD', 'Diane  Sharman']"
1042,ANO,https://www.advancezinctek.com,"1821, Ipswich Road",61 7 3274 0772,"['Mr. Geoffrey B. Acton ACA, B.Com, B.Com., C.A., GAICD', 'Ms. Narelle  Lynch', 'Geoff  Trotter']"
1043,ELS,https://elsight.com,330 Collins Street,61 3 8689 9997,"['Mr. Yoav  Amitai', 'Mr. Roee  Kashi', 'Mr. David  Furstenberg', 'Oz  Segal', 'Mr. Shlomi  Shiryan', 'Mr. Nimrod  Blinder', 'Mr. Ben  Gross', 'Ms. Roni  Marom', 'Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP']"
1044,AW1,https://www.americanwestmetals.com,28 Ord Street,61 8 6109 6653,"[""Mr. David  O'Neill B.S."", 'Mr. Rocky  Pray', 'Mr. Mark  Pfau', 'Ms. Sarah  Shipway B.Com., BCom., C.A., CA']"
1045,OJC,https://www.ojcltd.com.au,20 Heaths Court,61 3 9982 1451,"['Mr. Steven  Cail', 'Mr. Ashley  Bottrell', 'Ms. Pragya  Seghal', 'Ms. Daniela  Stojanoska', 'Mr. Nick  Stoikos']"
1046,AHX,https://www.apiam.com.au,27-33 Piper Lane,61 3 5445 5999,"['Dr. Christopher Irwin Richards B.Sc., BSc, BVSc, M.A.I.C.D.', 'Mr. Matthew Brian White BAcc, CPA', 'Ms. Renee  Waters B.Sc.', 'Mr. Matt  Gallagher FCIS, L.L.M.', 'Ms. Eryl  Baron AGIA, B.A., C.A.']"
1047,E25,https://www.element25.com.au,Building B,61 8 6315 1400,"['Mr. Justin Colin Brown B.Sc (Hon), B.Sc.', 'Mr. Michael  Jordon']"
1048,PFG,https://www.primefinancial.com.au,HWT Tower,61 3 9827 6999,"['Mr. Simon  Madder B.Com., B.Comm', 'Mr. Timothy  Bennett', 'Mr. Matthew William Murphy C.A., CPA', 'Mr. Peter  Madder', 'Mr. Ben  Priestley', 'Ms. Alicia  Sanders', 'Richard  Sheehan', 'Mr. Sean  Fincham', 'Ms. Karen  Dezdjek', 'Mr. Roger  Cameron']"
1049,RIM,https://www.rimfire.com.au,St. Kilda Rd Towers,61 3 9620 5866,"['Mr. David James Hutton BSc', 'Mr. Greg  Keane', 'Dr. Peter  Crowhurst Ph.D.', 'Mr. Stefan  Ross']"
1050,WAA,https://www.wamfunds.com.au/WAM-Active/Tabs/Overview.aspx,139 Macquarie Street,,"['Mr. Geoffrey James Wilson A.O., B.Sc., F.A.C.I.D.', 'Ms. Katherine A. Thorley B.Comm, CPA, Grad Dip Ap', 'Mr. Jesse  Hamilton B.Com., C.A.']"
1051,TOE,https://www.toroenergy.com.au,60 Havelock Street,61 8 9214 2100,"['Mr. Richard  Homsany B.Com, B.Com., BCom, C.P.A., CPA, F Fin, L.L.B., L', 'Mr. Marc  Boudames B.Com., C.P.A., M.A.I.C.D.', 'Ms. Katherine  Garvey B.A., L.L.B., M.A.I.C.D.', 'Dr. Greg  Shirtliff BA, Ph.D.(Geol.), B. Sc (Hons), MAusIMM']"
1052,92E,https://www.92energy.com,The Read Buildings,61 8 9322 7600,"['Ms. Siobhan  Lancaster M.B.A.', 'Mr. Steven Douglas Wood B.Com, B.Com., BCom., C.A., CA', 'Dr. Oliver Pierre Kreuzer M.A.I.C.D., Ph.D.', 'Mr. Steven J. Blower B.Sc., M.Sc., M.Sc. (MinEx), P.Geo.', 'Mr. Serdar  Donmez P.Geo.']"
1053,SPX,https://www.spenda.co,"Building B, The Garden Park",,"['Mr. Adrian  Floate', 'Mr. Richard Alan  Jarvis', 'Ms. Corrie  Hassan', 'Mr. David Matthew Wood', 'Mr. Andrew  Hilton', 'Ms. Olivia  Johnson', 'Mr. Raghav  Jain', 'Mr. Justyn Peter Stedwell B.Com, B.Com.']"
1054,CXU,https://www.cauldronenergy.com.au,1008 Wellington Street,61 8 6270 4693,"['Mr. Jonathan Duirs Fisher BCom, FFin, GAICD, GDipAppFin, LLB, MAF', 'Mr. Michael Bernard Fry B.Com.', 'Ms. Asha  Rao', 'Mr. Mark  Burdett']"
1055,MYG,https://mayfieldgroup.com.au,3 Gidgie Court,61 8 8169 1070,"['Mr. Andrew James Rowe', 'Mr. Carel  Boshoff', 'Mr. Brett Thomas Crowley B.Com., BCom, C.A., CA, DipLaw']"
1056,NVO,https://www.novoresources.com,1199 West Hastings Street,416-543-3120,"['Mr. Michael John Spreadborough MBA', 'Ms. Karen  De Luca', 'Ms. Elza  van der Walt', 'Ms. Lisa  Smith', 'Mr. Alwin van Roij']"
1057,NVA,https://novaminerals.com.au,242 Hawthorn Road,61 3 9537 1238,"['Mr. Louie  Simens', 'Mr. Christopher  Gerteisen', 'Mr. Craig  Bentley', 'Mr. Michael  Melamed', 'Mr. Dale J. Schultz M.Sc., P. Geo.', 'Mr. Ian Craig Pamensky', 'Mr. Olaf  Frederickson']"
1058,CSS,https://www.cleanseas.com.au,7 Frederick Road,61 1800 870 073,"['Mr. Robert  Gratton', 'Mr. David  Brown', 'Ms. Eryl  Baron']"
1059,MOV,https://www.movelogistics.com,24-30 Paraite Road,800 845 5494,"['Mr. Craig  Evans', 'Ms. Lee  Banks', 'Anthony  Barrett', 'Rachel  Hustler', 'Mr. James Ussher Watters', 'Mr. Stephen  Owles']"
1060,SEG,https://www.sportsentertainmentnetwork.com.au,111 Coventry Street,61 3 7035 3400,"['Mr. Craig  Hutchison', 'Ms. Jodie  Simm C.A.', 'Mr. Chris  Giannopoulos', 'Mr. Richard  Simkiss', 'Chris  Tan']"
1061,JLL,https://www.jindaleelithium.com,9 Havelock Street,61 8 9321 7550,"['Mr. Lindsay George Dudfield B.Sc.', 'Mr. Ian  Rodger', 'Mr. Jimmy  Thom B.Com., B.Sc.', 'Ms. Carly  Terzanidis AGIA, B.Com., C.S.']"
1062,AGN,https://argenica.com.au,117 Broadway,61 8 9329 3396,"['Dr. Liz  Dallimore B.Sc., M.B.A., Ph.D.', 'Ms. Emma  Waldon', 'Prof. Bruno Philip Meloni']"
1063,CAF,https://www.centrepointalliance.com.au,309 George Street,61 2 8987 3000,"['Mr. John G. Shuttleworth', 'Mr. Brendon M. Glass', 'Ms. Tara  Foulkes', 'Ms. Nicole  Alexander', 'Ms. Kim  Clark', 'Mr. Kevin  Frost']"
1064,IVR,https://investres.com.au,47-49 King Street,61 8 7325 2222,"['Mr. Andrew Ivor-Bruce McIlwain B.E., M.A.I.C.D., MAusIMM', 'Mr. Jason  Murray', 'Ms. Anita  Addorisio CFTP Snr, CPA, FAIM, FCPA, MACC, MAICD']"
1065,HHR,https://hartshead-resources.com.au,333C Charles Street,61 8 9226 2011,"['Mr. Christopher  Lewis B.Sc.', 'Mr. Nathan  Lude B.Com., B.Comm', 'Mr. Andrew John Smith BA (Hons), FCA', 'Mr. Keith Richard Bush', 'Mr. Matthew  Foy']"
1066,PGL,https://www.prospa.com,4-16 Yurong Street,61 13 0088 2867,"['Mr. Gregory  Moshal', 'Mr. Ross D. Aucutt', 'Mr. Beaumont Francis-James Bertoli', 'Mr. Shai  Haim', 'Ms. Stephanie  Rowland', 'Sharon  Chang', 'Ms. Elise  Ward', 'Mr. Benjamin  Lamb', 'Mr. Raj  Bhat']"
1067,DBF,https://www.duxtonfarms.com,Duxton House,61 8 8130 9500,"['Mr. Stephen  Duerden CPA', 'Mr. Bryan  Goldsmith', 'Mr. Edouard Fernen Peter', 'Michael  Amey', 'Ms. Katelyn Marie Adams B.Com., C.A.']"
1068,AHC,https://austcohealthcare.com,1/31 Sabre Drive,61 3 9209 9688,"['Mr. Clayton  Astles', 'Mr. Brendan James Maher', 'Mr. Andrew  Hall']"
1069,ADA,https://www.adacel.com,150 Albert Road,61 3 8530 7777,"['Mr. Daniel  Verret', 'Mr. Michael  Saunders', 'Tom  Evers', 'Ms. Sally  McDow']"
1070,SMN,https://www.smsystems.com.au,1 Kyle Way,61 8 6161 7412,"['Mr. Ross  Love', 'Mr. Gary  Elwell A.C.M.A., B.A.', 'Mr. Sam Michael Wright A.C.I.S., ACIS, AFin, DipAcc, M.A.I.C.D., MAICD', 'Mr. Trevor  Lynch-Staunton', 'Mr. Terence William Joseph Walsh', 'Mr. Richard G. Poutier']"
1071,BOL,https://www.boomlogistics.com.au,55 Southbank Boulevard,61 3 9207 2500,"['Mr. Ben  Pieyre', 'Mr. Emmanuel V. Bikakis C.P.A., M.A.I.C.D.', 'Mr. Reuben  David B.Com., L.L.B.', 'Andrew  Brooks']"
1072,MX1,https://www.micro-x.com,"A14, 6 MAB Eastern Promenade",61 8 7099 3966,"['Mr. Kingsley  Hall BEC', 'Mr. Anthony  Skeats MEng (Hons)', 'Dr. Brian  Gonzales Ph.D.', 'Mr. Tom  Jobling', 'Ms. Bree  Farrugia', 'Ms. Rebecca  Puddy', 'Ms. Lois  Newman', 'Mr. Alexander  Blackburn BEng (Hons), M.B.A.']"
1073,DTC,https://www.damstratechnology.com,299 Toorak Road,1300 722 801,"['Mr. Johannes  Risseeuw', 'Mr. Christian William Damstra', 'Mr. Paul  Burrows B.Com., C.A.', 'Mr. Seb  Culbert', 'Mr. Damien  Camilleri', 'Ms. Katja  Voegele', 'Mr. Brice  Elliott', 'Ms. Judyanne  Flint', 'Mr. Paul  Hempsall', 'Ms. Jodarna  Meade']"
1074,PPK,https://www.ppkgroup.com.au,10 Eagle Street,61 7 3054 4500,"['Mr. Marc  Fenton', 'Ms. Sarah  Price', 'Mr. Glenn Robert Molloy', 'Mr. Will  Shiel B.A.', 'Mr. Philippe  Chataigneau', 'Mr. Liam  Fairhall']"
1075,RXL,https://www.roxresources.com.au,87 Colin Street,61 8 9226 0044,"['Mr. Robert  Ryan', 'Mr. Christopher J. Hunt FCPA', 'Mr. Travis  Craig', 'Mr. Daniel  Marchesi']"
1076,S2R,https://www.s2resources.com.au,333 Collins Street,61 8 6166 0240,"['Dr. Mark Anthony Bennett B.Sc., BSc.(Geology), FGS, MAICD, MAusIMM', 'Angela  McDonald', 'Mr. John  Bartlett', 'Mr. Andrew John Thompson Member AusIMM', 'Mr. Rohan  Worland', 'Ms. Andrea  Betti']"
1077,HMY,https://www.harmoney.co.nz,110 Customs Street West,64 0800 427 666,"['Mr. David John Stevens B.Com., C.A., SA Fin', 'Mr. Neil Gordon Roberts', 'Mr. Simon  Ward', 'Mr. Brad  Hagstrom', 'Mr. Andrew  Bates', 'Mr. Mike  Travis', 'Mr. Glen  MacKellaig', 'Ms. Amanda  Donaldson', 'Mr. Dave  Nesbitt', 'Mr. Dan  York']"
